protein,label
tr|F6MF07|F6MF07_HYAAB,1
NFIP_OFITP_tr|N1JHK8|N1JHK8_BLUG1,1
NFTP_OFTP_Q5AA09|PHI3516|Pga26,1
AvrLmJ1,1
sp|D0NNI8|RXLAD_PHYIT,1
tr|G4YED1|G4YED1_PHYSP,1
tr|A0A329SH79|A0A329SH79_9STRA,1
tr|A0A329RP28|A0A329RP28_9STRA,1
tr|D0NCI3|D0NCI3_PHYIT,1
NFTP_OFTP_SPD9,1
BAS2,1
tr|A0A329SD52|A0A329SD52_9STRA,1
tr|A0A329T211|A0A329T211_9STRA,1
tr|D0MY50|D0MY50_PHYIT,1
tr|G4YFJ3|G4YFJ3_PHYSP,1
tr|U3M994|U3M994_PHYIN,1
NFTP_OFTP_PevD1_Verticillium_dahliae,1
sp|G4ZHR2|XEG1_PHYSP,1
tr|A0A329RP10|A0A329RP10_9STRA,1
tr|D0NUT5|D0NUT5_PHYIT,1
NFIP_OFITP_AvrPm3,1
tr|G5A4Y5|G5A4Y5_PHYSP,1
NFTP_OFTP_AvrL2-A,1
tr|D0NP85|D0NP85_PHYIT,1
tr|A0A329RXC2|A0A329RXC2_9STRA,1
VdSCP7,1
NFTP_OFTP_PpEC23,1
tr|E0W5E1|E0W5E1_PHYSO,1
tr|Q572I3|Q572I3_PHYIN,1
tr|G4ZZX5|G4ZZX5_PHYSP,1
CSEP0055,1
tr|A0A329S5X8|A0A329S5X8_9STRA,1
sp|P0CV65|RL151_PLAVT,1
tr|F6MF03|F6MF03_HYAAB,1
NFTP_EGTP_positive29|1,1
tr|G5A857|G5A857_PHYSP,1
tr|G4ZXE5|G4ZXE5_PHYSP,1
tr|G5A9E5|G5A9E5_PHYSP,1
tr|A0A329RFS9|A0A329RFS9_9STRA,1
AvrLm4-7,1
tr|G4ZAZ4|G4ZAZ4_PHYSP,1
NFTP_OFTP_AVRA13_CSEP0372_Blumeria_graminis,1
tr|A0A329RPL5|A0A329RPL5_9STRA,1
tr|G4Z622|G4Z622_PHYSP,1
tr|G4YMZ7|G4YMZ7_PHYSP,1
tr|G4ZUW9|G4ZUW9_PHYSP,1
tr|A0A8A1V4J1|A0A8A1V4J1_PHYCP,1
NFTP_OFTP_AvrSr50,1
tr|Q572H8|Q572H8_PHYIN,1
tr|G4YH64|G4YH64_PHYSP,1
AvrM,1
sp|D0P3S7|ABLB1_PHYIT,1
tr|D0NTJ2|D0NTJ2_PHYIT,1
tr|Q572J5|Q572J5_PHYIN,1
tr|D7F1H9|D7F1H9_PHYNI,1
tr|A0A329SU95|A0A329SU95_9STRA,1
NFTP_EGVP_positive20|1,1
sp|P0CV17|RLR54_PLAVT,1
NFTP_OFTP_PstSCR1,1
Avh241,1
Pit2,1
NFTP_OFTP_lug6,1
sp|P0CV27|RLR81_PLAVT,1
sp|P0CV24|RLR76_PLAVT,1
tr|A0A329RTG3|A0A329RTG3_9STRA,1
sp|D0NFU7|RXLAC_PHYIT,1
SIX4,1
Jsi1,1
NFTP_EGTP_positive48|1,1
sp|B1NNT7|AVR4_PHYIT,1
tr|A0A329S8V8|A0A329S8V8_9STRA,1
tr|D0NNE6|D0NNE6_PHYIT,1
tr|D0N3L4|D0N3L4_PHYIT,1
tr|A0A0M4CJE7|A0A0M4CJE7_9STRA,1
MC69,1
NFTP_EGTP_positive65|1,1
tr|G4Z2Y6|G4Z2Y6_PHYSP,1
tr|A0A6M3YRV4|A0A6M3YRV4_PHYCP,1
NFTP_OFTP_AVR-Pia,1
NFIP_OFITP_SIS1,1
sp|D0N5L4|RD49_PHYIT,1
INF2B,1
AvrLm2,1
NFTP_OFTP_PST_Pec6,1
PsAvr3c,1
AVRa13,1
tr|Q572F2|Q572F2_PHYIN,1
NFTP_OFTP_MC69,1
tr|D0N0X3|D0N0X3_PHYIT,1
sp|P0CV31|RLR86_PLAVT,1
Avr2b,1
NFIP_OFITP_SAD1,1
NFTP_EGTP_positive50|1,1
tr|G5A6F3|G5A6F3_PHYSP,1
OPEL,1
AvrPm3,1
tr|D0NFK3|D0NFK3_PHYIT,1
tr|G1FSI6|G1FSI6_PHYSO,1
sp|D0MR64|RXLRD_PHYIT,1
sp|A0A172M485|RLR19_PLAVT,1
tr|A0A329T1T8|A0A329T1T8_9STRA,1
NFTP_OFTP_AvrLm4-7_Leptosphaeria_maculans,1
tr|Q572K4|Q572K4_PHYIN,1
tr|G5A8G8|G5A8G8_PHYSP,1
NFTP_OFTP_NIP3,1
sp|D0NQC3|RD1_PHYIT,1
BAS4,1
tr|G5ADV7|G5ADV7_PHYSP,1
tr|M4B3D8|M4B3D8_HYAAE,1
tr|D0MXZ4|D0MXZ4_PHYIT,1
sp|P0CV33|RLR90_PLAVT,1
tr|A0A329RZJ1|A0A329RZJ1_9STRA,1
tr|G4ZQC2|G4ZQC2_PHYSP,1
NFTP_EGTP_positive45|1,1
NFTP_OFTP_SIX4,1
tr|A0A329S4C3|A0A329S4C3_9STRA,1
NFTP_OFTP_BAS1,1
tr|A0A3B7TYJ6|A0A3B7TYJ6_BRELC,1
Mg1lysm,1
sp|P0CV68|RL154_PLAVT,1
NFTP_OFTP_Tox3,1
sp|D0N6E1|RD50_PHYIT,1
tr|A0A329SUK8|A0A329SUK8_9STRA,1
Avr3b,1
sp|A0A182BSS5|RLR64_PLAVT,1
tr|M4B6K9|M4B6K9_HYAAE,1
NFTP_OFTP_AvrStb6,1
tr|B8QRI7|B8QRI7_PHYIN,1
tr|A0A329SZP4|A0A329SZP4_9STRA,1
NFTP_OFTP_BAS2,1
tr|G5A859|G5A859_PHYSP,1
tr|D0NJ03|D0NJ03_PHYIT,1
Pwl1,1
tr|A0A329RFT0|A0A329RFT0_9STRA,1
tr|A0A329RBD1|A0A329RBD1_9STRA,1
NFTP_OFTP_BAS162,1
NFTP_OFTP_MoHEG13,1
tr|G4YE58|G4YE58_PHYSP,1
A_Mg1lysm,1
tr|G4ZSK4|G4ZSK4_PHYSP,1
tr|Q572F1|Q572F1_PHYIN,1
tr|D0MY47|D0MY47_PHYIT,1
tr|G4ZDR0|G4ZDR0_PHYSP,1
tr|Q572I7|Q572I7_PHYIN,1
tr|A0A329RLG2|A0A329RLG2_9STRA,1
NFTP_EGTP_positive5|1,1
sp|P0CV36|RLR95_PLAVT,1
tr|A0A329SWF8|A0A329SWF8_9STRA,1
C_BEC1011,1
tr|Q572D0|Q572D0_PHYIN,1
tr|A0A0M4CUF5|A0A0M4CUF5_9STRA,1
sp|P0CV55|RL134_PLAVT,1
tr|A0A329RZV2|A0A329RZV2_9STRA,1
tr|G4ZZF7|G4ZZF7_PHYSP,1
sp|D0NTY1|AVNT1_PHYIT,1
tr|A0A329RZH4|A0A329RZH4_9STRA,1
PexRD2,1
NFTP_OFTP_Q8J1Y3|PHI409|Bbchit1,1
AvrL567-A,1
tr|A0A329RNW1|A0A329RNW1_9STRA,1
AVR-Pita1,1
tr|Q572E6|Q572E6_PHYIN,1
CSEP0254,1
CfTom1,1
tr|Q572K7|Q572K7_PHYIN,1
tr|A0A329SKY7|A0A329SKY7_9STRA,1
Vdlsc1,1
tr|A0A833WKW3|A0A833WKW3_PHYIN,1
AvrSr50,1
tr|G4ZR15|G4ZR15_PHYSP,1
tr|D0MWY7|D0MWY7_PHYIT,1
tr|M4BPI6|M4BPI6_HYAAE,1
tr|D0N943|D0N943_PHYIT,1
tr|D0NTJ0|D0NTJ0_PHYIT,1
tr|A0A0W8CD28|A0A0W8CD28_PHYNI,1
tr|A0A329RZB6|A0A329RZB6_9STRA,1
tr|Q572H7|Q572H7_PHYIN,1
tr|D0NQS1|D0NQS1_PHYIT,1
Tox3,1
tr|A0A329RXN3|A0A329RXN3_9STRA,1
EpiC1,1
tr|A0A833TH18|A0A833TH18_PHYIN,1
NFTP_OFTP_P0CY28|PHI73|Sap3,1
NFTP_OFTP_MoCDIP1,1
NFTP_OFTP_SPD4,1
tr|G5A4Z2|G5A4Z2_PHYSP,1
tr|A0A0W8DBR7|A0A0W8DBR7_PHYNI,1
tr|D0N0G5|D0N0G5_PHYIT,1
AVR-Pia,1
AVR-Pik,1
tr|G4ZW24|G4ZW24_PHYSP,1
sp|G4ZSG0|AVH52_PHYSP,1
Avrblb1,1
tr|A0A2H4X1X4|A0A2H4X1X4_9STRA,1
tr|A0A329SHD9|A0A329SHD9_9STRA,1
tr|A0A329S0Y8|A0A329S0Y8_9STRA,1
sp|P0CV47|RL117_PLAVT,1
PiAvrVnt1,1
Msp1,1
Cmu1,1
tr|G4ZLV6|G4ZLV6_PHYSP,1
tr|G5A8K9|G5A8K9_PHYSP,1
SIX8,1
tr|A0A0W8DNK1|A0A0W8DNK1_PHYNI,1
sp|A0A182BSR8|RLR11_PLAVT,1
MoHEG13,1
tr|A0A329RVT0|A0A329RVT0_9STRA,1
Pst02549,1
NFTP_OFTP_Pwl1,1
UhAvr1,1
tr|A0A329SK33|A0A329SK33_9STRA,1
SAD1,1
tr|Q572I5|Q572I5_PHYIN,1
tr|G4ZL21|G4ZL21_PHYSP,1
tr|D0NBT8|D0NBT8_PHYIT,1
tr|G4ZKR5|G4ZKR5_PHYSP,1
Foa3,1
tr|G5AC78|G5AC78_PHYSP,1
tr|D0N3P2|D0N3P2_PHYIT,1
sp|P0CV26|RLR80_PLAVT,1
ECP4,1
tr|Q572E2|Q572E2_PHYIN,1
tr|D0NXW3|D0NXW3_PHYIT,1
tr|A0A329RLQ2|A0A329RLQ2_9STRA,1
tr|D0NTF6|D0NTF6_PHYIT,1
tr|A0A329RQG2|A0A329RQG2_9STRA,1
sp|A0A172M416|RLR9_PLAVT,1
tr|G5A9Q3|G5A9Q3_PHYSP,1
NFTP_OFTP_eff1-1_Ustilago_maydis_,1
XylA,1
INF1,1
eff1-1,1
tr|A0A329RBW0|A0A329RBW0_9STRA,1
NFTP_OFTP_SIX7,1
Avh5,1
MoHTR2,1
tr|D0N0N9|D0N0N9_PHYIT,1
PiAvr4,1
NFTP_OFTP_P29138|PHI4615|Pr1,1
tr|A0A329SEE7|A0A329SEE7_9STRA,1
tr|Q572J6|Q572J6_PHYIN,1
sp|P0CV09|RLR40_PLAVT,1
tr|A0A329S315|A0A329S315_9STRA,1
tr|Q572H9|Q572H9_PHYIN,1
tr|M4BKF8|M4BKF8_HYAAE,1
NFIP_OFITP_XP_011387170.1,1
tr|A0A833SKW8|A0A833SKW8_PHYIN,1
tr|Q572J4|Q572J4_PHYIN,1
tr|G4YE31|G4YE31_PHYSP,1
tr|A0A0W8DIL6|A0A0W8DIL6_PHYNI,1
PGT21_032071-T1,0
jgi|Physo3|262518|Physo2.s_475684,0
jgi|Cocmi1|25269|fgenesh1_pg.43_#_53,0
NFTN_EGTN_5785|0,0
jgi|Melli2_A|2849698|fgenesh1_pg.14_#_543,0
TDH69579.1,0
XP_008905934.1,0
tr|Q30BY9|Q30BY9_PHYRM,0
jgi|Fompi3|22863|Fompi1.gw1.563.1.1,0
PVIT_0002313.T1,0
jgi|Verda1|9065|VDAG_03821T0,0
jgi|Suilu1|800700|fgenesh1_kg.31_#_44_#_Locus774v4rpkm0.33_PRE,0
jgi|Cocsa1|47875|gw1.18.126.1,0
jgi|Colhig2|8082|CH63R_06874T0,0
jgi|Venin1|23094|atg8496.t1,0
PGT21_022820-T1,0
jgi|Gymlu1|75057|fgenesh1_pm.38_#_122,0
jgi|Melli2_A|2897850|fgenesh1_kg.1_#_33185_#_TRINITY_GG_1451_c0_g1_i1,0
evm.model.pcontig_009.11,0
NFTN_EGTN_6494|0,0
jgi|Verda1|4282|VDAG_01282T0,0
jgi|Maggr1|120854|MGG_12484T0,0
NFTN_EGTN_1931|0,0
jgi|Psean1_1|84437|PANT_24c00009,0
jgi|Aspni7|1143769|fgenesh1_kg.chr_401_#_6_#_2380_1_CATW_CATX_CATY_CATZ,0
jgi|Ectsil1|21494|rna9678,0
jgi|Fusgr1|12887|FGSG_10810T0,0
jgi|Fusox2|23534|FOXG_05654T0,0
jgi|Cocvi1|111311|e_gw1.119.43.1,0
NFTN_EGTN_2244|0,0
jgi|Hypsu1|48345|fgenesh1_kg.127_#_5_#_Locus12415v1rpkm1.94,0
XP_012198093.1,0
jgi|Botci1|5764|BC1T_00642,0
jgi|Blugra3_16|3401|rna-BGT96224V316_LOCUS3430,0
jgi|Stano2|11903|SNOG_06079.3,0
jgi|Dicsq1|111266|estExt_Genewise1Plus.C_490054,0
jgi|Sclci1|1217149|fgenesh1_kg.63_#_71_#_Locus3082v1rpkm50.87,0
NFTN_EGTN_4076|0,0
tr|H3GME1|H3GME1_PHYRM,0
jgi|Venin1|15505|atg1429.t1,0
jgi|Physo3|347994|estExt_Genemark1.C_10_t10439,0
jgi|Paxru1|830737|fgenesh1_kg.551_#_12_#_Locus6601v1rpkm10.00,0
jgi|Cocsa1|288693|CE84134_1632,0
jgi|Cocsa1|192990|estExt_fgenesh1_pg.C_130417,0
RQM12226.1,0
jgi|Venin1|17605|atg4061.t1,0
jgi|Melli2_A|3454021|fgenesh1_kg.6_#_37186_#_TRINITY_GG_8681_c0_g1_i2,0
jgi|Stehi1|137862|estExt_fgenesh1_pg.C_3_t20267,0
jgi|Wolco1|132558|estExt_fgenesh1_pm.C_60067,0
p3_t237631_Ust_maydi_v2@um11562@5350,0
jgi|Mycgr3|109907|estExt_fgenesh1_pg.C_chr_60366,0
jgi|Dacsp1|112160|gm1.9278_g,0
jgi|Hydpi2|174915|fgenesh1_pm.9_#_78,0
NCU02855T0,0
jgi|Fusox2|14265|FOXG_14632T0,0
jgi|Undpi1|12515|HiC_scaffold_6.g02184.m1,0
NFTN_EGTN_1823|0,0
jgi|Venin1|17358|atg4267.t1,0
jgi|Verda1|5214|VDAG_09058T0,0
XP_012203858.1,0
NFTN_EGTN_2350|0,0
jgi|Suilu1|88449|e_gw1.195.21.1,0
jgi|Physo3|312600|fgenesh1_pm.3_#_121,0
jgi|Gymlu1|251503|gm1.16713_g,0
jgi|Phyca11|116395|e_gw1.30.481.1,0
jgi|Plicr1|352904|CE171629_513,0
jgi|Cormi1|4349|CCM_04360m.01,0
jgi|Mycgr3|38087|e_gw1.3.746.1,0
jgi|Aspni7|42341|Aspni5.fgenesh1_pg.C_scaffold_9000319,0
jgi|Cocmi1|89238|e_gw1.30.138.1,0
NFTN_EGTN_4767|0,0
jgi|Pismi1|676355|fgenesh1_kg.19_#_105_#_Locus15588v1rpkm2.04,0
jgi|Fusox2|11378|FOXG_01797T0,0
jgi|Colhig2|12088|CH63R_10880T0,0
jgi|Dacsp1|22342|fgenesh1_kg.9_#_213_#_isotig01466,0
jgi|Lacbi2|310796|Lacbi1.eu2.Lbscf0048g00280,0
jgi|Colgr1|5391|GLRG_01070T0,0
evm.model.hcontig_012_010.25,0
jgi|Colgr1|2175|GLRG_04809T0,0
jgi|Phyca11|552912|estExt2_Genewise1Plus.C_PHYCAscaffold_500072,0
jgi|Fusgr1|12997|FGSG_13935T0,0
jgi|Fusox2|19823|FOXG_18681T0,0
XP_008898563.1,0
jgi|Fomme1|18440|fgenesh1_kg.4_#_5_#_isotig05723,0
jgi|Undpi1|6965|HiC_scaffold_21.g09439.m1,0
jgi|Hebcy2|438241|fgenesh1_kg.1_#_504_#_Locus2900v1rpkm23.42,0
jgi|Hydpi2|114857|fgenesh1_kg.22_#_203_#_Locus22484v1rpkm0.77,0
jgi|Clafu1|192101|scf7180000130545_G5846,0
jgi|Botci1|3960|BC1T_14611,0
jgi|Lacbi2|679410|fgenesh3_kg.LG_1_#_314_#_Locus_4835_Transcript_3/4_Confidence_0.727,0
jgi|Batde5|92026|GP3.075850,0
jgi|Phyinf1|4028|rna10429,0
EGZ22284,0
jgi|Cocsa1|51158|gw1.6.605.1,0
jgi|Pismi1|16730|gm1.11254_g,0
NFTN_EGVN_6586|0,0
NFTN_EGVN_1743|0,0
jgi|Physo3|286679|fgenesh1_kg.6_#_193_#_CL1194Contig1,0
AO090011000082,0
jgi|Glotr1_1|131672|gm1.7979_g,0
jgi|Trave1|29080|fgenesh1_kg.6_#_220_#_isotig05034,0
jgi|Fusgr1|12195|FGSG_13782T0,0
jgi|Plicr1|91098|estExt_fgenesh1_pm.C_6_t10322,0
jgi|Phyinf1|11437|rna4908,0
jgi|Fusox2|15109|FOXG_15179T0,0
NFTN_EGTN_2212|0,0
jgi|Agabi_varbur_1|113820|estExt_fgenesh1_kg.C_60135,0
jgi|Paxru1|135121|e_gw1.89.57.1,0
jgi|Hebcy2|444242|fgenesh1_kg.10_#_1_#_Locus21763v1rpkm0.48,0
jgi|Sebve1|324488|MIX22010_62_38,0
jgi|Amath1|74638|fgenesh1_pm.15_#_65,0
tr|H3GS47|H3GS47_PHYRM,0
XP_012200047.1,0
tr|K3WTT3|K3WTT3_GLOUD,0
jgi|Clafu1|189908|scf7180000130297_G532,0
jgi|Claok1|11108|g20381.t1,0
jgi|Copci1|3241|CC1G_03720T0,0
jgi|Sphst1|255072|gm1.16962_g,0
jgi|Stano2|3887|SNOG_10587.3,0
jgi|Cocsa1|299313|CE94754_3392,0
jgi|Sacce1|3320|YJL116C,0
jgi|Melli2_A|3868219|fgenesh1_kg.11_#_26656_#_TRINITY_GG_45732_c0_g1_i1,0
jgi|Cocvi1|100331|e_gw1.46.175.1,0
jgi|Hypsu1|206741|gm1.10826_g,0
jgi|Cocsa1|322143|CE117584_1962,0
jgi|Metro1|6044|MAA_03596T0,0
jgi|Aspni7|1114588|estExt_Genewise1Plus.C_chr_101_t10144,0
jgi|Phyca11|507649|fgenesh2_kg.PHYCAscaffold_29_#_45_#_Contig4476.1,0
tr|A0A090C2R2|A0A090C2R2_HYAAE,0
jgi|Batde5|92420|GP3.079790,0
RQM18772.1,0
jgi|Glotr1_1|93508|fgenesh1_pg.00006_#_386,0
jgi|Copci1|3457|CC1G_03961T0,0
jgi|Botci1|5411|BC1T_04660,0
NFTN_EGTN_6196|0,0
NFTN_EGVN_6059|0,0
jgi|Colgr1|7864|GLRG_09115T0,0
RAW41862,0
NFTN_EGTN_4968|0,0
jgi|Pismi1|380301|CE255849_134,0
jgi|Hydpi2|77157|e_gw1.1.932.1,0
XP_012194467.1,0
tr|M4BMV1|M4BMV1_HYAAE,0
jgi|Lacbi2|658875|estExt_fgenesh1_kg.C_LG_90134,0
jgi|Wolco1|22946|fgenesh1_kg.2_#_208_#_isotig01164,0
jgi|Phyca11|530893|estExt2_fgenesh1_pm.C_PHYCAscaffold_820028,0
PGT21_001974-T1,0
jgi|Pilcr1|80473|e_gw1.00099.41.1,0
jgi|Erynec1|6058|EV44_g0525T0,0
tr|H3GJI0|H3GJI0_PHYRM,0
jgi|Clafu1|191443|scf7180000130411_G6180,0
jgi|Glotr1_1|71987|estExt_Genewise1Plus.C_00003_t20113,0
PGT21_036675-T1,0
jgi|Maggr1|118366|MGG_03457T0,0
jgi|Pilcr1|826375|fgenesh1_kg.00066_#_58_#_Locus3169v1rpkm67.14,0
jgi|Metro1|7600|MAA_02881T0,0
evm.model.pcontig_045.159,0
jgi|Fompi3|1053068|gm1.8748_g,0
jgi|Dacsp1|106961|gm1.4079_g,0
jgi|Fomme1|21929|fgenesh1_kg.8_#_695_#_isotig09523,0
jgi|Colgr1|1739|GLRG_04392T0,0
jgi|Pismi1|110267|e_gw1.130.80.1,0
jgi|Stano2|9843|SNOG_16435.3,0
jgi|Fusox2|5357|FOXG_10043T0,0
jgi|Conpu1|41273|gw1.1.3309.1,0
jgi|Clafu1|195653|scf7180000130859_G849,0
jgi|Amath1|60180|fgenesh1_kg.26_#_85_#_isotig21326,0
jgi|Stehi1|61912|e_gw1.12.156.1,0
jgi|Pisti1|1002823|fgenesh1_kg.43_#_34_#_Locus20489v1rpkm1.13,0
jgi|Wolco1|166081|estExt_Genemark1.C_11_t10244,0
evm.model.pcontig_039.167,0
jgi|Punst1|120880|estExt_fgenesh1_pm.C_70322,0
jgi|Cryne_JEC21_1|2178|CNN01420.t01,0
jgi|Mycgr3|71198|estExt_Genewise1Plus.C_chr_40924,0
jgi|Fusgr1|703|FGSG_00588T0,0
jgi|Fusox2|23423|FOXG_17619T0,0
NFTN_EGTN_5984|0,0
jgi|Metro1|2198|MAA_07812T0,0
jgi|Undpi1|1804|HiC_scaffold_12.g05191.m1,0
jgi|Colgr1|5608|GLRG_01287T0,0
jgi|Fusox2|21486|FOXG_17187T0,0
jgi|Agabi_varbur_1|100073|fgenesh1_pm.5_#_677,0
jgi|Clafu1|190494|scf7180000130334_G7795,0
jgi|Amamu1|26070|estExt_Genemark1.C_630011,0
jgi|Verda1|4931|VDAG_08583T0,0
jgi|Lepmu1|10284|Lema_T056130.1,0
jgi|Botci1|12897|BC1T_09607,0
jgi|Altal1|971167|estExt_Genewise1.C_21_t20027,0
jgi|Verda1|8647|VDAG_03405T0,0
jgi|Wolco1|27029|fgenesh1_kg.9_#_145_#_isotig07086,0
jgi|Paxin1|166204|fgenesh1_kg.3_#_234_#_isotig08360,0
jgi|Melli2_A|203258|CE185742_521,0
jgi|Pisti1|394609|CE221716_43715,0
APA11010.1,0
jgi|Trave1|43427|gm1.2311_g,0
jgi|Lacbi2|679701|fgenesh3_kg.LG_1_#_605_#_Locus_46751_Transcript_1/1_Confidence_1.000,0
PGT21_005122-T1,0
jgi|Stehi1|125703|fgenesh1_kg.19_#_114_#_isotig04201,0
jgi|Stehi1|169929|estExt_Genemark1.C_10_t10461,0
jgi|Gymlu1|175062|e_gw1.55.109.1,0
tr|K3WZR9|K3WZR9_GLOUD,0
jgi|Cocvi1|40811|fgenesh1_pm.94_#_4,0
jgi|Gymlu1|243065|gm1.8275_g,0
jgi|Pismi1|679941|fgenesh1_kg.52_#_69_#_Locus19969v2rpkm0.54,0
jgi|Fusox2|7171|FOXG_11248T0,0
jgi|Sebve1|22084|gm1.3356_g,0
jgi|Mycgr3|100850|estExt_fgenesh1_pm.C_chr_70294,0
jgi|Venin1|16302|atg140.t1,0
jgi|Fomme1|25140|fgenesh1_pg.1_#_512,0
XP_008904536.1,0
jgi|Conpu1|133014|estExt_Genewise1Plus.C_200064,0
jgi|Melli2_B|709979|CE709978_3278,0
PGT21_012809-T1,0
jgi|Undpi1|1853|HiC_scaffold_12.g05240.m1,0
jgi|Wolco1|101879|estExt_Genewise1Plus.C_5_t30001,0
tr|M4BYH1|M4BYH1_HYAAE,0
jgi|Melli2_A|3739453|fgenesh1_kg.9_#_58859_#_TRINITY_GG_30598_c1_g1_i1,0
jgi|Blugra3_16|5523|rna-BGT96224V316_LOCUS5612,0
jgi|Copci1|12796|CC1G_15245T0,0
jgi|Sphst1|246289|gm1.8179_g,0
NFTN_EGVN_6807|0,0
p3_t237631_Ust_maydi_v2@um05803@6186,0
jgi|Phyinf1|13548|rna14506,0
jgi|Sclci1|34705|gm1.16160_g,0
jgi|Claok1|2388|g6541.t1,0
jgi|Cocmi1|10178|gm1.10178_g,0
jgi|Hypsu1|139266|e_gw1.33.140.1,0
NFTN_EGTN_1715|0,0
jgi|Mycgr3|88845|fgenesh1_pg.C_chr_1000262,0
jgi|Undpi1|4699|HiC_scaffold_18.g08052.m1,0
jgi|Colgr1|6713|GLRG_08359T0,0
jgi|Fusox2|10223|FOXG_13217T0,0
jgi|Mycgr3|94065|fgenesh1_pg.C_chr_6000465,0
jgi|Verda1|8615|VDAG_03373T0,0
jgi|Metro1|11174|MAA_01203T0,0
PITG_11903T0,0
jgi|Conpu1|132643|estExt_Genewise1Plus.C_180459,0
jgi|Colhig2|9375|CH63R_08167T0,0
jgi|Dacsp1|20303|fgenesh1_kg.3_#_61_#_isotig07486,0
NCU09196T0,0
jgi|Hypsu1|207400|gm1.11485_g,0
jgi|Trave1|162601|estExt_Genewise1Plus.C_3_t20245,0
jgi|Melli2_A|3514165|fgenesh1_kg.7_#_9046_#_TRINITY_GG_9968_c0_g1_i1,0
jgi|Clafu1|187819|scf7180000129551_G14124,0
jgi|Pisti1|13249|fgenesh1_pm.6_#_91,0
jgi|Clafu1|187560|scf7180000129187_G9177,0
jgi|Venin1|25907|atg11078.t1,0
jgi|Fompi3|1056099|gm1.11779_g,0
jgi|Sphst1|254296|gm1.16186_g,0
jgi|Sphst1|773739|estExt_Genemark1.C_1_t10498,0
jgi|Sebve1|330379|fgenesh1_kg.27_#_17_#_Locus5034v1rpkm29.25,0
jgi|Paxin1|18891|gm1.13462_g,0
NFTN_EGTN_806|0,0
jgi|Paxin1|153505|fgenesh1_pg.4_#_186,0
jgi|Fompi3|101707|Fompi1.estExt_Genemark1.C_790004,0
jgi|Botci1|12830|BC1T_09540,0
jgi|Colhig2|10295|CH63R_09087T0,0
jgi|Ascra1|3526|ST47_g5391T0,0
jgi|Clafu1|193945|scf7180000130743_G6337,0
jgi|Mycgr3|94017|fgenesh1_pg.C_chr_6000417,0
jgi|Fusox2|21481|FOXG_17183T0,0
jgi|Lepmu1|1621|Lema_T076460.1,0
jgi|Usthor1|85699|UHOR_15349,0
jgi|Phyinf1|13686|rna14649,0
jgi|Physo3|470322|e_gw1.1.9690.1,0
jgi|Tulca1|79390|e_gw1.172.51.1,0
jgi|Phyca11|102326|e_gw1.6.392.1,0
NFTN_EGTN_105|0,0
jgi|Amamu1|160866|fgenesh1_kg.15_#_125_#_Locus26288v3rpkm0.58,0
jgi|Plicr1|95895|estExt_fgenesh1_pm.C_240003,0
NFTN_EGTN_4637|0,0
jgi|Stano2|3399|SNOG_09934.3,0
jgi|Pismi1|469939|CE345487_4859,0
jgi|Altal1|1026316|fgenesh1_kg.37_#_77_#_Locus1837v1rpkm84.78,0
jgi|Canalb1|56403|CAALFM_C502830WAT0,0
jgi|Hydpi2|169905|fgenesh1_pg.32_#_12,0
jgi|Cocmi1|1783|gm1.1783_g,0
PGT21_030649-T1,0
jgi|Trave1|28895|fgenesh1_kg.6_#_35_#_isotig06910,0
jgi|Punst1|134314|gm1.5539_g,0
jgi|Lepmu1|10902|Lema_T068130.1,0
tr|M4B436|M4B436_HYAAE,0
jgi|Trave1|159877|estExt_Genewise1Plus.C_1_t70349,0
jgi|Lepmu1|1286|Lema_T073110.1,0
jgi|Fusox2|16405|FOXG_02712T0,0
jgi|Lacbi2|333093|Lacbi1.fgenesh3_pg.C_scaffold_47000063,0
jgi|Sebve1|172694|CE89044_1615,0
jgi|Parbr1|1538|PABG_06343m.01,0
jgi|Pilcr1|551559|CE452059_737,0
tr|F0WKS6|F0WKS6_9STRA,0
jgi|Erynec1|4498|EV44_g0603T0,0
jgi|Lepmu1|6312|Lema_T022860.1,0
jgi|Rhoto_IFO0880_4|8586|fgenesh1_kg.1_#_725_#_TRINITY_DN2617_c0_g1_i1_mRNA,0
jgi|Colhig2|5894|CH63R_04686T0,0
jgi|Lacam1|678904|fgenesh1_kg.82_#_48_#_Locus14865v1rpkm2.02,0
jgi|Tulca1|212420|MIX2826_12_11,0
jgi|Nemde1|8950|g5421.t1,0
jgi|Pisti1|1001693|fgenesh1_kg.35_#_113_#_Locus23307v2rpkm0.45,0
NFTN_EGTN_380|0,0
jgi|Agabi_varbur_1|116259|estExt_fgenesh1_kg.C_260032,0
jgi|Colhig2|1113|CH63R_01113T0,0
jgi|Cocsa1|306996|CE102437_957,0
jgi|Stehi1|116545|fgenesh1_pg.26_#_58,0
jgi|Phyinf1|888|rna18363,0
jgi|Lacam1|122753|fgenesh1_pg.87_#_23,0
AB09767.1,0
jgi|Fusgr1|5321|FGSG_02898T0,0
jgi|Maggr1|117897|MGG_06004T0,0
AO090001000134,0
jgi|Colgr1|342|GLRG_00342T0,0
jgi|Colhig2|14440|CH63R_13232T0,0
jgi|Venin1|18340|atg4362.t1,0
jgi|Clafu1|189850|scf7180000130296_G11843,0
tr|H3GN55|H3GN55_PHYRM,0
jgi|Cocmi1|24302|fgenesh1_pg.29_#_66,0
